DATE,PRCP,TAVG,TMAX,TMIN,COUNTRY
19811201 000000,,57.0,66.0,48.0,Tunisia
19811201 000000,,52.0,61.0,,Tunisia
19811201 000000,,77.0,91.0,,Senegal
19811201 000000,0.0,77.0,97.0,59.0,Senegal
19811201 000000,,55.0,68.0,50.0,Tunisia
19811201 000000,,57.0,66.0,48.0,Tunisia
19811201 000000,,83.0,97.0,,Senegal
19811201 000000,0.0,67.0,86.0,48.0,Cameroon
19811201 000000,0.0,81.0,91.0,73.0,Cameroon
19811201 000000,0.0,,,,Angola
19811201 000000,0.0,77.0,93.0,61.0,Senegal
19811201 000000,0.0,78.0,,61.0,Cameroon
19811201 000000,0.0,75.0,,66.0,Cameroon
19811202 000000,0.0,65.0,,,Egypt
19811202 000000,0.0,80.0,95.0,70.0,Senegal
19811202 000000,,54.0,59.0,50.0,Tunisia
19811202 000000,,51.0,61.0,41.0,Tunisia
19811202 000000,0.0,78.0,95.0,63.0,Senegal
19811202 000000,0.0,60.0,66.0,,Egypt
19811202 000000,0.0,,,,Angola
19811202 000000,0.0,78.0,93.0,59.0,Senegal
19811202 000000,,54.0,,46.0,Tunisia
19811202 000000,,56.0,66.0,48.0,Tunisia
19811202 000000,0.0,76.0,91.0,68.0,Senegal
19811202 000000,0.0,70.0,86.0,50.0,Cameroon
19811202 000000,0.0,79.0,97.0,64.0,Senegal
19811202 000000,0.0,77.0,102.0,61.0,Senegal
19811202 000000,0.0,66.0,77.0,50.0,Egypt
19811202 000000,0.0,81.0,91.0,73.0,Senegal
19811202 000000,0.0,72.0,88.0,61.0,Senegal
19811202 000000,0.0,78.0,97.0,64.0,Cameroon
19811202 000000,0.0,77.0,93.0,63.0,Senegal
19811202 000000,,55.0,,48.0,Tunisia
19811202 000000,0.0,77.0,82.0,73.0,Senegal
19811202 000000,0.0,81.0,,73.0,Cameroon
19811202 000000,0.0,77.0,91.0,68.0,Senegal
19811202 000000,0.0,78.0,97.0,54.0,Cameroon
19811202 000000,0.0,,92.0,59.0,Senegal
19811203 000000,0.0,82.0,97.0,66.0,Senegal
19811203 000000,0.0,59.0,68.0,50.0,Egypt
19811203 000000,0.0,77.0,,72.0,Senegal
19811203 000000,0.0,74.0,90.0,61.0,Senegal
19811203 000000,,56.0,64.0,52.0,Tunisia
19811203 000000,0.0,81.0,97.0,68.0,Senegal
19811203 000000,0.0,82.0,91.0,68.0,Senegal
19811203 000000,0.0,79.0,93.0,66.0,Senegal
19811203 000000,0.0,80.0,91.0,75.0,Cameroon
19811203 000000,0.0,65.0,,,Cameroon
19811203 000000,,49.0,52.0,48.0,Tunisia
19811203 000000,0.0,79.0,95.0,63.0,Senegal
19811203 000000,0.0,76.0,91.0,63.0,Senegal
19811203 000000,0.0,79.0,,68.0,Cameroon
19811203 000000,0.0,81.0,95.0,68.0,Senegal
19811203 000000,0.0,60.0,72.0,48.0,Egypt
19811203 000000,0.0,80.0,97.0,64.0,Senegal
19811203 000000,0.0,,,,Angola
19811203 000000,,51.0,52.0,,Tunisia
19811203 000000,0.0,,95.0,63.0,Senegal
19811203 000000,0.0,78.0,90.0,66.0,Senegal
19811203 000000,0.0,78.0,,61.0,Cameroon
19811203 000000,,51.0,59.0,48.0,Tunisia
19811203 000000,,49.0,59.0,,Tunisia
19811204 000000,0.0,81.0,99.0,61.0,Senegal
19811204 000000,0.0,87.0,99.0,64.0,Senegal
19811204 000000,0.0,61.0,77.0,50.0,Egypt
19811204 000000,0.0,79.0,90.0,72.0,Cameroon
19811204 000000,0.0,83.0,99.0,70.0,Senegal
19811204 000000,0.0,72.0,86.0,,Cameroon
19811204 000000,0.0,86.0,99.0,64.0,Senegal
19811204 000000,0.0,,98.0,65.0,Senegal
19811204 000000,,49.0,54.0,45.0,Tunisia
19811204 000000,0.0,81.0,100.0,64.0,Senegal
19811204 000000,0.0,,,,Angola
19811204 000000,,46.0,50.0,43.0,Tunisia
19811204 000000,,53.0,59.0,45.0,Tunisia
19811204 000000,0.0,79.0,97.0,70.0,Senegal
19811204 000000,0.0,82.0,100.0,66.0,Senegal
19811204 000000,0.0,75.0,100.0,64.0,Cameroon
19811204 000000,0.0,79.0,84.0,75.0,Senegal
19811204 000000,0.0,86.0,100.0,63.0,Senegal
19811204 000000,0.0,59.0,72.0,48.0,Egypt
19811204 000000,0.0,78.0,97.0,61.0,Cameroon
19811204 000000,0.0,82.0,100.0,66.0,Senegal
19811204 000000,,49.0,54.0,45.0,Tunisia
19811204 000000,,48.0,55.0,39.0,Tunisia
19811204 000000,0.0,78.0,97.0,66.0,Senegal
19811205 000000,0.0,,100.0,61.0,Senegal
19811205 000000,0.0,80.0,99.0,66.0,Senegal
19811205 000000,,56.0,64.0,50.0,Tunisia
19811205 000000,0.0,80.0,,73.0,Senegal
19811205 000000,0.0,79.0,97.0,61.0,Senegal
19811205 000000,0.0,85.0,100.0,72.0,Senegal
19811205 000000,0.0,81.0,97.0,70.0,Senegal
19811205 000000,0.0,80.0,97.0,68.0,Senegal
19811205 000000,,52.0,63.0,,Tunisia
19811205 000000,0.55,,,,Angola
19811205 000000,,56.0,64.0,,Tunisia
19811205 000000,,56.0,64.0,45.0,Tunisia
19811205 000000,0.0,81.0,102.0,63.0,Senegal
19811205 000000,0.0,78.0,99.0,66.0,Senegal
19811205 000000,0.0,75.0,91.0,63.0,Senegal
19811205 000000,0.0,59.0,72.0,48.0,Egypt
19811205 000000,0.0,63.0,86.0,46.0,Cameroon
19811205 000000,0.0,80.0,90.0,75.0,Cameroon
19811205 000000,0.0,85.0,102.0,63.0,Senegal
19811205 000000,0.0,70.0,93.0,59.0,Cameroon
19811205 000000,,53.0,57.0,45.0,Tunisia
19811205 000000,0.0,81.0,97.0,61.0,Cameroon
19811206 000000,,86.0,97.0,,Senegal
19811206 000000,0.0,85.0,97.0,64.0,Senegal
19811206 000000,0.0,82.0,97.0,61.0,Cameroon
19811206 000000,0.0,,97.0,59.0,Senegal
19811206 000000,0.0,81.0,95.0,70.0,Senegal
19811206 000000,,46.0,59.0,,Tunisia
19811206 000000,0.0,74.0,95.0,61.0,Senegal
19811206 000000,,54.0,64.0,,Tunisia
19811206 000000,0.0,80.0,,64.0,Senegal
19811206 000000,0.0,59.0,68.0,46.0,Egypt
19811206 000000,,57.0,66.0,50.0,Tunisia
19811206 000000,,82.0,90.0,,Cameroon
19811206 000000,,65.0,77.0,50.0,Egypt
19811206 000000,,73.0,86.0,,Cameroon
19811206 000000,0.0,80.0,95.0,63.0,Cameroon
19811206 000000,0.0,82.0,97.0,72.0,Senegal
19811206 000000,0.0,80.0,97.0,68.0,Senegal
19811206 000000,,54.0,64.0,,Tunisia
19811206 000000,,55.0,64.0,46.0,Tunisia
19811206 000000,0.0,83.0,100.0,63.0,Senegal
19811206 000000,0.0,,,,Angola
19811206 000000,0.0,80.0,95.0,63.0,Senegal
19811206 000000,0.0,78.0,90.0,66.0,Senegal
19811206 000000,0.0,79.0,95.0,64.0,Senegal
19811206 000000,0.0,58.0,,,Egypt
19811207 000000,0.0,,,,Angola
19811207 000000,0.0,69.0,,59.0,Senegal
19811207 000000,0.0,74.0,,64.0,Senegal
19811207 000000,0.0,67.0,,50.0,Cameroon
19811207 000000,0.0,80.0,,75.0,Cameroon
19811207 000000,,53.0,66.0,45.0,Tunisia
19811207 000000,,51.0,64.0,41.0,Tunisia
19811207 000000,0.0,58.0,70.0,,Egypt
19811207 000000,0.0,73.0,,59.0,Senegal
19811207 000000,0.0,58.0,70.0,54.0,Egypt
19811207 000000,0.0,74.0,97.0,59.0,Senegal
19811207 000000,,52.0,61.0,43.0,Tunisia
19811207 000000,,47.0,59.0,36.0,Tunisia
19811207 000000,0.0,60.0,77.0,,Egypt
19811207 000000,0.0,,96.0,59.0,Senegal
19811207 000000,0.0,74.0,,63.0,Senegal
19811207 000000,0.0,75.0,,,Senegal
19811207 000000,,56.0,70.0,,Tunisia
19811207 000000,0.0,73.0,,61.0,Senegal
19811207 000000,0.0,79.0,,64.0,Cameroon
19811208 000000,0.0,76.0,91.0,61.0,Senegal
19811208 000000,0.0,60.0,70.0,48.0,Egypt
19811208 000000,0.0,75.0,97.0,55.0,Senegal
19811208 000000,0.0,80.0,97.0,61.0,Senegal
19811208 000000,0.0,60.0,,46.0,Egypt
19811208 000000,0.0,78.0,88.0,66.0,Senegal
19811208 000000,0.0,66.0,77.0,48.0,Egypt
19811208 000000,0.0,84.0,100.0,66.0,Cameroon
19811208 000000,,49.0,61.0,32.0,Tunisia
19811208 000000,0.0,80.0,86.0,75.0,Cameroon
19811208 000000,,54.0,64.0,45.0,Tunisia
19811208 000000,0.0,80.0,99.0,68.0,Cameroon
19811208 000000,,53.0,68.0,39.0,Tunisia
19811208 000000,0.0,75.0,91.0,63.0,Senegal
19811208 000000,,84.0,93.0,,Senegal
19811208 000000,0.0,77.0,93.0,57.0,Senegal
19811208 000000,0.0,,90.0,50.0,Senegal
19811208 000000,0.0,80.0,91.0,63.0,Senegal
19811208 000000,0.0,78.0,93.0,59.0,Senegal
19811208 000000,0.0,,,,Angola
19811208 000000,,78.0,95.0,,Senegal
19811208 000000,,69.0,86.0,,Cameroon
19811208 000000,,55.0,63.0,39.0,Tunisia
19811208 000000,,49.0,63.0,39.0,Tunisia
19811209 000000,,61.0,,,Tunisia
19811209 000000,0.0,78.0,90.0,63.0,Senegal
19811209 000000,0.0,72.0,82.0,61.0,Senegal
19811209 000000,0.0,,,,Angola
19811209 000000,,80.0,91.0,,Senegal
19811209 000000,,77.0,,,Senegal
19811209 000000,0.0,72.0,90.0,52.0,Cameroon
19811209 000000,0.0,78.0,,64.0,Cameroon
19811209 000000,0.0,61.0,75.0,50.0,Egypt
19811209 000000,0.0,78.0,91.0,66.0,Senegal
19811209 000000,0.0,61.0,72.0,54.0,Egypt
19811209 000000,0.0,55.0,79.0,39.0,Egypt
19811209 000000,0.0,80.0,91.0,61.0,Senegal
19811209 000000,,53.0,66.0,45.0,Tunisia
19811209 000000,0.0,79.0,90.0,73.0,Senegal
19811209 000000,0.0,82.0,,75.0,Cameroon
19811209 000000,,56.0,70.0,46.0,Tunisia
19811209 000000,0.0,76.0,90.0,64.0,Senegal
19811209 000000,,54.0,66.0,46.0,Tunisia
19811209 000000,0.0,,92.0,60.0,Senegal
19811209 000000,0.0,78.0,91.0,66.0,Senegal
19811209 000000,0.0,79.0,91.0,63.0,Senegal
19811209 000000,0.0,85.0,100.0,66.0,Cameroon
19811209 000000,,49.0,61.0,39.0,Tunisia
19811209 000000,0.0,67.0,79.0,50.0,Egypt
19811209 000000,0.0,79.0,90.0,64.0,Senegal
19811210 000000,0.0,63.0,79.0,50.0,Egypt
19811210 000000,,52.0,66.0,43.0,Tunisia
19811210 000000,0.0,80.0,95.0,70.0,Senegal
19811210 000000,0.0,75.0,88.0,,Senegal
19811210 000000,0.0,63.0,72.0,,Egypt
19811210 000000,0.0,77.0,84.0,73.0,Senegal
19811210 000000,0.0,77.0,86.0,70.0,Senegal
19811210 000000,0.0,77.0,91.0,66.0,Senegal
19811210 000000,0.0,81.0,97.0,64.0,Cameroon
19811210 000000,,55.0,70.0,43.0,Tunisia
19811210 000000,,55.0,68.0,43.0,Tunisia
19811210 000000,0.0,,90.0,67.0,Senegal
19811210 000000,0.0,81.0,95.0,70.0,Senegal
19811210 000000,0.18,,,,Angola
19811210 000000,0.0,74.0,88.0,66.0,Senegal
19811210 000000,0.0,84.0,100.0,66.0,Cameroon
19811210 000000,,49.0,63.0,36.0,Tunisia
19811210 000000,,70.0,,,Cameroon
19811210 000000,,81.0,88.0,,Cameroon
19811210 000000,0.0,77.0,90.0,63.0,Senegal
19811210 000000,0.0,76.0,86.0,68.0,Senegal
19811210 000000,0.0,79.0,88.0,68.0,Senegal
19811210 000000,0.0,80.0,91.0,66.0,Senegal
19811210 000000,,57.0,68.0,48.0,Tunisia
19811210 000000,0.0,58.0,66.0,52.0,Egypt
19811211 000000,,62.0,,50.0,Tunisia
19811211 000000,,76.0,84.0,,Senegal
19811211 000000,0.0,79.0,91.0,63.0,Senegal
19811211 000000,0.0,71.0,86.0,54.0,Cameroon
19811211 000000,0.0,75.0,90.0,64.0,Senegal
19811211 000000,0.0,78.0,90.0,68.0,Cameroon
19811211 000000,0.0,78.0,90.0,,Cameroon
19811211 000000,0.0,60.0,70.0,50.0,Egypt
19811211 000000,,60.0,73.0,48.0,Tunisia
19811211 000000,,60.0,72.0,52.0,Tunisia
19811211 000000,0.0,,90.0,71.0,Senegal
19811211 000000,0.0,78.0,90.0,68.0,Senegal
19811211 000000,0.0,79.0,90.0,72.0,Senegal
19811211 000000,0.18,,,,Angola
19811211 000000,0.0,77.0,90.0,68.0,Senegal
19811211 000000,0.0,80.0,97.0,63.0,Cameroon
19811211 000000,,69.0,,,Senegal
19811211 000000,,52.0,64.0,39.0,Tunisia
19811211 000000,,57.0,72.0,,Egypt
19811211 000000,0.0,79.0,91.0,70.0,Senegal
19811211 000000,,59.0,70.0,48.0,Tunisia
19811211 000000,0.0,77.0,91.0,63.0,Senegal
19811211 000000,0.0,78.0,82.0,75.0,Senegal
19811211 000000,0.0,74.0,84.0,66.0,Senegal
19811211 000000,0.0,63.0,,50.0,Egypt
19811212 000000,,61.0,72.0,54.0,Tunisia
19811212 000000,0.0,76.0,91.0,,Cameroon
19811212 000000,0.0,78.0,93.0,63.0,Senegal
19811212 000000,0.0,75.0,88.0,70.0,Senegal
19811212 000000,0.0,81.0,90.0,75.0,Cameroon
19811212 000000,0.0,77.0,90.0,68.0,Senegal
19811212 000000,0.0,,92.0,69.0,Senegal
19811212 000000,0.0,78.0,97.0,63.0,Cameroon
19811212 000000,0.0,60.0,70.0,46.0,Egypt
19811212 000000,,67.0,86.0,,Cameroon
19811212 000000,0.0,80.0,91.0,,Senegal
19811212 000000,0.0,,,,Angola
19811212 000000,0.0,73.0,86.0,64.0,Senegal
19811212 000000,0.0,75.0,84.0,68.0,Senegal
19811212 000000,,62.0,73.0,52.0,Tunisia
19811212 000000,0.0,78.0,81.0,75.0,Senegal
19811212 000000,,62.0,70.0,54.0,Tunisia
19811212 000000,,53.0,63.0,39.0,Tunisia
19811212 000000,0.0,80.0,95.0,66.0,Senegal
19811212 000000,0.0,77.0,90.0,66.0,Senegal
19811212 000000,,61.0,70.0,52.0,Tunisia
19811212 000000,0.0,79.0,93.0,68.0,Senegal
19811212 000000,0.0,66.0,77.0,50.0,Egypt
19811212 000000,0.0,58.0,,46.0,Egypt
19811212 000000,0.0,77.0,91.0,63.0,Senegal
19811213 000000,,83.0,88.0,,Cameroon
19811213 000000,0.0,,95.0,68.0,Senegal
19811213 000000,0.0,77.0,91.0,63.0,Senegal
19811213 000000,0.0,78.0,82.0,75.0,Senegal
19811213 000000,,62.0,70.0,54.0,Tunisia
19811213 000000,0.0,,,,Angola
19811213 000000,0.0,58.0,72.0,48.0,Egypt
19811213 000000,0.0,80.0,95.0,63.0,Senegal
19811213 000000,0.0,78.0,97.0,64.0,Senegal
19811213 000000,0.0,81.0,95.0,63.0,Senegal
19811213 000000,0.0,73.0,93.0,63.0,Senegal
19811213 000000,0.0,80.0,93.0,64.0,Senegal
19811213 000000,0.0,77.0,91.0,,Senegal
19811213 000000,0.0,67.0,79.0,50.0,Egypt
19811213 000000,0.0,54.0,,41.0,Egypt
19811213 000000,,56.0,64.0,,Tunisia
19811213 000000,,61.0,68.0,52.0,Tunisia
19811213 000000,,63.0,73.0,55.0,Tunisia
19811213 000000,0.0,82.0,95.0,66.0,Senegal
19811213 000000,,88.0,97.0,,Cameroon
19811213 000000,0.0,78.0,93.0,59.0,Senegal
19811213 000000,,63.0,70.0,57.0,Tunisia
19811213 000000,,82.0,,,Senegal
19811214 000000,0.0,74.0,95.0,55.0,Senegal
19811214 000000,0.0,76.0,95.0,59.0,Senegal
19811214 000000,,56.0,64.0,50.0,Tunisia
19811214 000000,,63.0,72.0,,Tunisia
19811214 000000,0.0,,,,Angola
19811214 000000,0.0,81.0,95.0,63.0,Senegal
19811214 000000,0.0,79.0,95.0,63.0,Senegal
19811214 000000,0.0,75.0,91.0,64.0,Cameroon
19811214 000000,0.0,77.0,84.0,73.0,Senegal
19811214 000000,0.0,82.0,,64.0,Senegal
19811214 000000,0.0,79.0,99.0,66.0,Senegal
19811214 000000,0.0,80.0,93.0,64.0,Senegal
19811214 000000,,63.0,70.0,57.0,Tunisia
19811214 000000,0.0,80.0,88.0,73.0,Cameroon
19811214 000000,0.0,77.0,93.0,64.0,Senegal
19811214 000000,,65.0,73.0,57.0,Tunisia
19811214 000000,,72.0,86.0,,Cameroon
19811214 000000,0.0,62.0,75.0,54.0,Egypt
19811214 000000,,59.0,70.0,,Tunisia
19811214 000000,,59.0,72.0,,Egypt
19811214 000000,0.0,78.0,91.0,63.0,Senegal
19811214 000000,0.0,,96.0,63.0,Senegal
19811214 000000,0.0,71.0,79.0,52.0,Egypt
19811214 000000,0.0,80.0,95.0,61.0,Senegal
19811215 000000,,60.0,,,Egypt
19811215 000000,0.0,79.0,93.0,63.0,Senegal
19811215 000000,,80.0,93.0,,Senegal
19811215 000000,,60.0,68.0,,Tunisia
19811215 000000,0.0,80.0,95.0,61.0,Senegal
19811215 000000,,64.0,70.0,,Tunisia
19811215 000000,,65.0,75.0,59.0,Tunisia
19811215 000000,0.0,76.0,97.0,61.0,Senegal
19811215 000000,0.0,76.0,95.0,57.0,Senegal
19811215 000000,0.0,77.0,95.0,63.0,Senegal
19811215 000000,0.0,66.0,,50.0,Egypt
19811215 000000,0.0,72.0,93.0,55.0,Senegal
19811215 000000,0.0,76.0,84.0,72.0,Senegal
19811215 000000,0.0,64.0,75.0,52.0,Egypt
19811215 000000,,81.0,99.0,,Senegal
19811215 000000,0.0,,98.0,60.0,Senegal
19811215 000000,0.0,79.0,97.0,66.0,Senegal
19811215 000000,0.0,64.0,,48.0,Cameroon
19811215 000000,,59.0,66.0,,Tunisia
19811215 000000,,61.0,68.0,52.0,Tunisia
19811215 000000,0.08,,,,Angola
19811215 000000,0.0,80.0,97.0,64.0,Senegal
19811216 000000,0.0,80.0,95.0,63.0,Senegal
19811216 000000,0.0,,,,Angola
19811216 000000,,82.0,90.0,,Cameroon
19811216 000000,0.0,76.0,91.0,59.0,Senegal
19811216 000000,0.0,79.0,97.0,57.0,Senegal
19811216 000000,,64.0,72.0,55.0,Tunisia
19811216 000000,,64.0,72.0,48.0,Tunisia
19811216 000000,,65.0,77.0,52.0,Tunisia
19811216 000000,,56.0,66.0,,Tunisia
19811216 000000,0.0,61.0,68.0,54.0,Egypt
19811216 000000,0.0,78.0,97.0,55.0,Senegal
19811216 000000,0.0,,95.0,54.0,Senegal
19811216 000000,0.0,75.0,84.0,68.0,Senegal
19811216 000000,0.0,76.0,93.0,59.0,Senegal
19811216 000000,0.0,82.0,95.0,64.0,Senegal
19811216 000000,,85.0,95.0,,Senegal
19811216 000000,,64.0,70.0,54.0,Tunisia
19811216 000000,0.0,77.0,95.0,61.0,Senegal
19811216 000000,0.0,63.0,77.0,50.0,Egypt
19811216 000000,0.0,81.0,93.0,57.0,Senegal
19811216 000000,0.0,64.0,,59.0,Egypt
19811217 000000,,83.0,93.0,,Cameroon
19811217 000000,0.0,81.0,97.0,61.0,Senegal
19811217 000000,,63.0,73.0,57.0,Tunisia
19811217 000000,0.0,76.0,95.0,,Senegal
19811217 000000,0.0,74.0,90.0,64.0,Senegal
19811217 000000,0.0,79.0,97.0,64.0,Senegal
19811217 000000,0.0,80.0,93.0,,Senegal
19811217 000000,0.0,,88.0,60.0,Senegal
19811217 000000,,62.0,72.0,55.0,Tunisia
19811217 000000,,58.0,72.0,43.0,Tunisia
19811217 000000,,64.0,72.0,,Egypt
19811217 000000,0.0,77.0,95.0,63.0,Senegal
19811217 000000,,76.0,84.0,,Senegal
19811217 000000,,67.0,75.0,,Egypt
19811217 000000,,79.0,,,Cameroon
19811217 000000,,62.0,75.0,52.0,Tunisia
19811217 000000,0.0,76.0,93.0,61.0,Senegal
19811217 000000,0.0,76.0,90.0,64.0,Senegal
19811217 000000,,63.0,77.0,54.0,Tunisia
19811217 000000,0.0,,,,Angola
19811217 000000,0.0,79.0,95.0,63.0,Senegal
19811217 000000,0.0,81.0,97.0,64.0,Senegal
19811218 000000,0.0,59.0,75.0,50.0,Egypt
19811218 000000,0.0,77.0,90.0,70.0,Senegal
19811218 000000,0.0,75.0,82.0,72.0,Senegal
19811218 000000,0.0,,95.0,63.0,Senegal
19811218 000000,0.0,60.0,68.0,54.0,Egypt
19811218 000000,0.0,78.0,97.0,59.0,Cameroon
19811218 000000,0.0,,,,Angola
19811218 000000,,81.0,93.0,,Senegal
19811218 000000,,61.0,72.0,52.0,Tunisia
19811218 000000,0.0,79.0,93.0,66.0,Senegal
19811218 000000,0.0,60.0,72.0,54.0,Egypt
19811218 000000,0.0,81.0,99.0,66.0,Senegal
19811218 000000,,66.0,77.0,50.0,Tunisia
19811218 000000,,57.0,64.0,50.0,Tunisia
19811218 000000,0.0,80.0,,59.0,Senegal
19811218 000000,0.0,66.0,86.0,48.0,Cameroon
19811218 000000,,55.0,72.0,48.0,Tunisia
19811218 000000,,60.0,72.0,54.0,Tunisia
19811218 000000,0.0,71.0,97.0,63.0,Senegal
19811218 000000,,79.0,97.0,,Senegal
19811218 000000,0.0,81.0,91.0,73.0,Cameroon
19811218 000000,0.0,77.0,,68.0,Senegal
19811218 000000,0.0,82.0,99.0,63.0,Senegal
19811218 000000,0.0,77.0,97.0,59.0,Senegal
19811218 000000,0.0,76.0,93.0,61.0,Cameroon
19811219 000000,0.0,82.0,99.0,66.0,Senegal
19811219 000000,0.0,79.0,99.0,63.0,Senegal
19811219 000000,0.0,70.0,97.0,48.0,Cameroon
19811219 000000,0.0,63.0,,50.0,Egypt
19811219 000000,0.0,81.0,93.0,64.0,Senegal
19811219 000000,,50.0,57.0,,Tunisia
19811219 000000,0.0,,91.0,68.0,Senegal
19811219 000000,0.0,76.0,82.0,72.0,Senegal
19811219 000000,,84.0,97.0,,Senegal
19811219 000000,,55.0,,,Egypt
19811219 000000,0.0,83.0,97.0,68.0,Senegal
19811219 000000,0.0,82.0,100.0,73.0,Cameroon
19811219 000000,,50.0,61.0,,Tunisia
19811219 000000,,53.0,57.0,46.0,Tunisia
19811219 000000,0.0,82.0,99.0,64.0,Senegal
19811219 000000,,76.0,93.0,,Senegal
19811219 000000,,60.0,63.0,,Tunisia
19811219 000000,0.0,81.0,97.0,63.0,Cameroon
19811219 000000,,58.0,66.0,,Tunisia
19811219 000000,0.0,62.0,,54.0,Egypt
19811219 000000,0.0,77.0,91.0,66.0,Senegal
19811219 000000,0.0,,,,Angola
19811219 000000,0.0,75.0,91.0,68.0,Senegal
19811219 000000,0.0,77.0,95.0,63.0,Senegal
19811219 000000,0.0,81.0,93.0,63.0,Cameroon
19811220 000000,0.0,76.0,93.0,64.0,Senegal
19811220 000000,0.0,76.0,81.0,73.0,Senegal
19811220 000000,,70.0,88.0,,Cameroon
19811220 000000,0.0,75.0,88.0,68.0,Senegal
19811220 000000,0.0,78.0,88.0,66.0,Senegal
19811220 000000,,50.0,59.0,,Tunisia
19811220 000000,0.0,77.0,97.0,64.0,Senegal
19811220 000000,0.0,79.0,97.0,66.0,Senegal
19811220 000000,0.0,79.0,100.0,63.0,Cameroon
19811220 000000,0.2,,,,Angola
19811220 000000,0.0,76.0,99.0,61.0,Senegal
19811220 000000,,51.0,59.0,45.0,Tunisia
19811220 000000,,48.0,57.0,,Tunisia
19811220 000000,0.0,78.0,93.0,66.0,Senegal
19811220 000000,0.0,80.0,95.0,,Senegal
19811220 000000,,77.0,97.0,,Senegal
19811220 000000,0.0,81.0,90.0,72.0,Cameroon
19811220 000000,,48.0,57.0,43.0,Tunisia
19811220 000000,0.0,78.0,93.0,66.0,Senegal
19811220 000000,0.0,66.0,82.0,52.0,Egypt
19811220 000000,0.0,76.0,93.0,61.0,Cameroon
19811220 000000,,70.0,,,Egypt
19811220 000000,,52.0,61.0,45.0,Tunisia
19811220 000000,0.0,,92.0,67.0,Senegal
19811221 000000,,80.0,95.0,,Senegal
19811221 000000,0.0,81.0,95.0,63.0,Senegal
19811221 000000,0.0,77.0,99.0,64.0,Cameroon
19811221 000000,0.0,77.0,90.0,63.0,Senegal
19811221 000000,,46.0,54.0,34.0,Tunisia
19811221 000000,,77.0,93.0,,Senegal
19811221 000000,0.0,59.0,66.0,,Egypt
19811221 000000,,76.0,90.0,,Senegal
19811221 000000,,42.0,48.0,32.0,Tunisia
19811221 000000,0.0,80.0,91.0,75.0,Cameroon
19811221 000000,,74.0,81.0,,Senegal
19811221 000000,0.0,,,,Angola
19811221 000000,0.0,70.0,93.0,63.0,Cameroon
19811221 000000,,82.0,95.0,,Senegal
19811221 000000,,74.0,95.0,,Senegal
19811221 000000,,64.0,,,Egypt
19811221 000000,0.0,68.0,90.0,50.0,Cameroon
19811221 000000,0.0,,91.0,63.0,Senegal
19811221 000000,,39.0,50.0,30.0,Tunisia
19811221 000000,,77.0,90.0,,Senegal
19811221 000000,,45.0,55.0,34.0,Tunisia
19811221 000000,0.0,77.0,91.0,64.0,Senegal
19811221 000000,,48.0,55.0,37.0,Tunisia
19811221 000000,0.0,75.0,90.0,63.0,Senegal
19811222 000000,0.0,78.0,91.0,66.0,Senegal
19811222 000000,,47.0,57.0,39.0,Tunisia
19811222 000000,0.0,81.0,91.0,75.0,Cameroon
19811222 000000,,52.0,59.0,45.0,Tunisia
19811222 000000,0.0,,89.0,66.0,Senegal
19811222 000000,0.0,78.0,93.0,63.0,Senegal
19811222 000000,,57.0,66.0,48.0,Tunisia
19811222 000000,0.0,77.0,,66.0,Senegal
19811222 000000,0.0,80.0,91.0,70.0,Senegal
19811222 000000,0.0,68.0,90.0,46.0,Cameroon
19811222 000000,,53.0,63.0,45.0,Tunisia
19811222 000000,0.0,72.0,88.0,61.0,Senegal
19811222 000000,,74.0,79.0,,Angola
19811222 000000,,50.0,57.0,37.0,Tunisia
19811222 000000,0.0,81.0,97.0,68.0,Senegal
19811222 000000,0.0,69.0,86.0,55.0,Egypt
19811222 000000,0.0,76.0,88.0,63.0,Senegal
19811222 000000,0.98,,,,Angola
19811222 000000,,53.0,,,Egypt
19811222 000000,0.0,78.0,93.0,64.0,Senegal
19811222 000000,0.0,73.0,90.0,64.0,Senegal
19811222 000000,0.0,58.0,64.0,54.0,Egypt
19811222 000000,,73.0,77.0,,Senegal
19811222 000000,0.0,86.0,99.0,63.0,Cameroon
19811222 000000,0.0,75.0,,59.0,Cameroon
19811222 000000,0.0,79.0,90.0,,Senegal
19811223 000000,0.0,62.0,73.0,50.0,Egypt
19811223 000000,0.0,68.0,84.0,59.0,Senegal
19811223 000000,0.0,77.0,93.0,63.0,Senegal
19811223 000000,0.0,75.0,91.0,66.0,Senegal
19811223 000000,,62.0,,,Egypt
19811223 000000,0.0,75.0,90.0,63.0,Senegal
19811223 000000,,56.0,63.0,50.0,Tunisia
19811223 000000,0.0,82.0,91.0,77.0,Cameroon
19811223 000000,0.0,78.0,91.0,66.0,Senegal
19811223 000000,,57.0,63.0,48.0,Tunisia
19811223 000000,0.0,68.0,,55.0,Egypt
19811223 000000,0.12,69.0,82.0,61.0,Angola
19811223 000000,0.0,81.0,93.0,61.0,Senegal
19811223 000000,0.0,73.0,84.0,64.0,Senegal
19811223 000000,,62.0,68.0,37.0,Tunisia
19811223 000000,,53.0,59.0,,Tunisia
19811223 000000,,58.0,63.0,52.0,Tunisia
19811223 000000,0.0,76.0,90.0,63.0,Senegal
19811223 000000,0.0,,,,Angola
19811223 000000,0.0,73.0,88.0,64.0,Senegal
19811223 000000,0.0,72.0,75.0,68.0,Senegal
19811223 000000,0.0,,89.0,64.0,Senegal
